sno,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
7937,24-Oct,207.612,survived,none,belted,1,m,46,2002,1994,unavail,driver,0,0,0.627800926
7938,24-Oct,207.612,survived,none,belted,1,m,48,2002,1994,unavail,pass,0,0,0.627800926
7939,24-Oct,600.451,survived,none,belted,1,m,22,2002,1984,unavail,driver,0,0,0.628483796
7940,25-39,600.451,survived,none,belted,1,m,86,2002,1988,unavail,driver,0,0,0.62849537
7941,55+,80.662,survived,none,belted,1,m,32,2002,1991,unavail,driver,0,3,0.629178241
7942,55+,80.662,Not_Survived,airbag,belted,1,m,60,2002,2000,deploy,driver,1,4,0.629189815
7943,55+,80.662,Not_Survived,airbag,belted,1,f,60,2002,2000,deploy,pass,1,4,0.629189815
7944,25-39,24.451,survived,airbag,belted,1,m,37,2002,1998,deploy,driver,1,2,0.629872685
7945,25-39,24.451,survived,airbag,none,1,m,32,2002,2002,deploy,driver,1,3,0.629884259
7946,1-9km/h,24.451,survived,airbag,belted,0,m,35,2002,2000,nodeploy,driver,0,0,0.629895833
7947,1-9km/h,24.451,survived,airbag,belted,0,f,31,2002,2000,nodeploy,pass,0,0,0.629895833
7948,24-Oct,21.858,survived,none,belted,1,m,64,2002,1984,unavail,driver,0,0,0.63056713
7949,24-Oct,78.348,survived,airbag,belted,1,m,28,2002,1992,deploy,driver,1,2,13:01:01
7950,25-39,78.348,survived,airbag,belted,0,f,72,2002,2001,deploy,driver,1,3,13:01:02
7951,25-39,193.353,survived,airbag,belted,0,f,16,2002,1990,deploy,driver,1,3,13:02:02
7952,1-9km/h,795.476,survived,none,none,0,m,40,2002,1989,unavail,driver,0,0,13:03:01
7953,1-9km/h,795.476,survived,none,belted,0,m,24,2002,1989,unavail,pass,0,0,13:03:01
7954,24-Oct,155.637,survived,none,belted,1,f,17,2002,1989,unavail,driver,0,0,13:06:01
7955,24-Oct,155.637,survived,airbag,belted,1,m,18,2002,1996,deploy,driver,1,0,13:07:01
7956,24-Oct,155.637,survived,airbag,belted,1,m,19,2002,1996,deploy,pass,1,1,13:07:01
7957,24-Oct,155.637,survived,none,belted,0,f,19,2002,1994,unavail,driver,0,1,13:08:01
7958,25-39,79.759,survived,none,none,1,f,18,2002,1988,unavail,driver,0,3,13:09:01
7959,25-39,79.759,survived,none,belted,1,m,17,2002,1988,unavail,pass,0,1,13:09:01
7960,25-39,79.759,survived,none,belted,0,f,49,2002,1987,unavail,driver,0,3,13:09:02
7961,25-39,135.352,survived,none,belted,0,f,50,2002,1989,unavail,driver,0,3,13:10:01
7962,25-39,135.352,survived,none,belted,0,f,21,2002,1989,unavail,pass,0,3,13:10:01
7963,25-39,85.649,survived,airbag,belted,1,f,31,2002,1997,deploy,driver,1,1,13:14:01
7964,25-39,85.649,survived,none,belted,0,m,42,2002,1991,unavail,driver,0,3,13:14:02
7965,25-39,85.649,Not_Survived,none,none,0,m,44,2002,1991,unavail,pass,0,4,13:14:02
7966,24-Oct,711.282,survived,airbag,belted,1,m,44,2002,2000,nodeploy,driver,0,0,13:16:02
7967,25-39,246.21,survived,none,belted,0,f,88,2002,1992,unavail,driver,0,2,13:20:01
7968,25-39,246.21,survived,none,belted,0,f,87,2002,1992,unavail,pass,0,1,13:20:01
7969,24-Oct,246.21,survived,airbag,belted,1,f,19,2002,1991,deploy,driver,1,1,13:20:02
7970,24-Oct,246.21,survived,none,belted,1,f,24,2002,1991,unavail,pass,0,1,13:20:02
7971,1-9km/h,416.633,survived,airbag,belted,0,m,37,2002,2000,nodeploy,driver,0,0,13:22:01
7972,55+,79.759,survived,none,belted,0,m,48,2002,1993,unavail,driver,0,3,13:24:01
7973,25-39,79.759,survived,none,belted,0,f,75,2002,1989,unavail,driver,0,3,13:25:01
7974,24-Oct,79.759,survived,none,belted,1,m,27,2002,1985,unavail,driver,0,0,13:25:02
7975,24-Oct,138.71,survived,airbag,belted,1,f,22,2002,1993,deploy,driver,1,1,13:28:01
7976,24-Oct,234.723,survived,airbag,belted,1,f,30,2002,1999,nodeploy,driver,0,0,13:29:01
7977,25-39,570.668,survived,none,none,1,m,23,2002,1994,unavail,driver,0,2,13:30:01
7978,25-39,570.668,survived,none,none,1,m,21,2002,1994,unavail,pass,0,,13:30:01
7979,24-Oct,570.668,survived,airbag,belted,1,f,19,2002,1993,nodeploy,driver,0,0,13:31:01
7980,24-Oct,570.668,survived,airbag,belted,1,f,20,2002,1993,nodeploy,pass,0,1,13:31:01
7981,24-Oct,570.668,survived,none,belted,0,m,17,2002,1978,unavail,driver,0,0,13:31:02
7982,25-39,409.824,survived,airbag,belted,1,f,44,2002,1995,deploy,driver,1,2,13:33:01
7983,24-Oct,409.824,survived,airbag,belted,1,m,59,2002,1997,deploy,driver,1,2,13:33:02
7984,24-Oct,409.824,survived,airbag,belted,1,f,55,2002,1997,deploy,pass,1,2,13:33:02
7985,24-Oct,102.424,survived,airbag,belted,0,f,47,2002,2000,nodeploy,driver,0,2,13:36:01
7986,25-39,252.452,survived,none,belted,1,m,16,2002,1984,unavail,driver,0,1,13:38:01
7987,24-Oct,427.196,survived,airbag,belted,1,f,19,2002,1999,deploy,driver,1,0,13:39:01
7988,24-Oct,427.196,survived,airbag,belted,1,f,19,2002,1999,deploy,pass,1,0,13:39:01
7989,24-Oct,1038.615,survived,none,belted,1,m,71,2002,1991,unavail,driver,0,1,13:40:01
7990,24-Oct,97.206,survived,airbag,belted,1,f,35,2002,2000,nodeploy,driver,0,1,13:41:02
7991,25-39,405.431,survived,airbag,belted,1,f,40,2002,2001,deploy,driver,1,0,13:43:01
7992,24-Oct,985.699,survived,none,belted,0,m,17,2002,1992,unavail,driver,0,0,13:44:01
7993,25-39,79.759,survived,airbag,belted,1,f,31,2002,1994,deploy,driver,1,3,13:46:01
7994,24-Oct,156.482,survived,airbag,belted,1,f,26,2002,1999,deploy,driver,1,0,13:47:01
7995,24-Oct,380.445,survived,airbag,belted,1,m,17,2002,1990,deploy,driver,1,0,13:48:01
7996,24-Oct,380.445,survived,none,belted,1,m,16,2002,1990,unavail,pass,0,0,13:48:01
7997,24-Oct,79.759,survived,airbag,belted,0,m,50,2002,1997,deploy,driver,1,0,13:50:01
7998,25-39,79.759,survived,none,belted,1,f,34,2002,1993,unavail,driver,0,3,13:50:02
7999,24-Oct,1168.525,survived,none,belted,0,f,22,2002,1991,unavail,driver,0,2,13:53:01
8000,40-54,85.649,Not_Survived,none,none,1,m,28,2002,1992,unavail,driver,0,4,13:54:01
8001,25-39,100.659,survived,airbag,belted,0,m,27,2002,1998,nodeploy,driver,0,2,13:56:01
8002,24-Oct,248.101,survived,none,belted,1,f,28,2002,1991,unavail,driver,0,1,13:57:01
8003,24-Oct,248.101,survived,none,belted,1,m,24,2002,1991,unavail,pass,0,1,13:57:01
8004,1-9km/h,248.101,survived,airbag,belted,0,m,66,2002,1995,nodeploy,driver,0,0,13:57:02
8005,24-Oct,1020.717,survived,none,belted,0,m,23,2002,1991,unavail,driver,0,0,13:58:01
8006,40-54,71.625,survived,airbag,belted,1,m,54,2002,1999,deploy,driver,1,2,13:59:01
8007,24-Oct,128.031,survived,airbag,belted,0,f,41,2002,1999,nodeploy,driver,0,1,0.583344907
8008,24-Oct,311.273,survived,none,belted,1,f,17,2002,1987,unavail,driver,0,0,0.584733796
8009,24-Oct,79.759,survived,none,belted,1,m,25,2002,1985,unavail,driver,0,0,0.585428241
8010,24-Oct,79.759,survived,none,belted,0,f,24,2002,1989,unavail,driver,0,3,0.585439815
8011,25-39,76.741,survived,airbag,none,0,f,27,2002,2000,nodeploy,driver,0,3,0.586122685
8012,24-Oct,189.15,survived,none,belted,0,f,46,2002,1989,unavail,driver,0,0,0.586828704
8013,40-54,189.15,survived,airbag,belted,1,f,24,2002,1997,deploy,driver,1,1,0.587511574
8014,40-54,189.15,survived,airbag,belted,1,f,18,2002,1993,deploy,driver,1,1,0.587523148
8015,24-Oct,79.759,survived,airbag,belted,1,m,26,2002,1996,nodeploy,driver,0,3,0.589594907
8016,24-Oct,78.447,survived,airbag,belted,1,m,25,2002,2002,deploy,driver,1,1,0.590289352
8017,24-Oct,78.447,survived,airbag,belted,1,f,22,2002,2002,deploy,pass,1,0,0.590289352
8018,24-Oct,78.447,survived,airbag,belted,0,f,34,2002,1995,deploy,driver,1,1,0.590300926
8019,24-Oct,78.447,survived,airbag,none,0,f,39,2002,1995,deploy,pass,1,1,0.590300926
8020,24-Oct,795.476,survived,none,belted,1,m,30,2002,1988,unavail,driver,0,0,0.591678241
8021,24-Oct,79.759,survived,airbag,belted,0,f,74,2002,1995,nodeploy,driver,0,3,0.592372685
8022,25-39,79.759,survived,airbag,belted,1,f,20,2002,1995,nodeploy,driver,0,0,0.592384259
8023,24-Oct,264.81,survived,airbag,belted,0,m,41,2002,2000,nodeploy,driver,0,0,0.59306713
8024,24-Oct,264.81,survived,none,belted,1,f,18,2002,1989,unavail,driver,0,2,0.593078704
8025,24-Oct,264.81,survived,none,none,1,f,25,2002,1989,unavail,pass,0,1,0.593078704
8026,24-Oct,264.81,survived,none,belted,0,m,48,2002,1984,unavail,driver,0,1,0.593761574
8027,24-Oct,1089.456,survived,airbag,belted,1,m,20,2002,1995,deploy,driver,1,1,0.595150463
8028,24-Oct,74.974,survived,airbag,belted,1,f,24,2002,1992,deploy,driver,1,3,0.595844907
8029,24-Oct,74.974,survived,none,belted,1,m,39,2002,1992,unavail,pass,0,1,0.595844907
8030,24-Oct,74.974,survived,airbag,belted,0,m,19,2002,2001,nodeploy,driver,0,0,0.595856481
8031,24-Oct,74.974,survived,airbag,belted,0,m,19,2002,2001,nodeploy,pass,0,3,0.595856481
8032,1-9km/h,143.251,survived,airbag,belted,0,m,88,2002,2001,nodeploy,driver,0,0,0.596539352
8033,24-Oct,353.079,survived,none,none,0,f,26,2002,1988,unavail,driver,0,1,0.597233796
8034,24-Oct,353.079,survived,none,none,0,m,23,2002,1988,unavail,pass,0,,0.597233796
8035,24-Oct,79.759,survived,none,belted,1,f,21,2002,1987,unavail,driver,0,3,0.598622685
8036,25-39,79.759,survived,airbag,none,1,f,47,2002,1994,deploy,driver,1,3,0.598634259
8037,24-Oct,122.786,survived,airbag,belted,1,m,35,2002,1999,nodeploy,driver,0,3,0.599328704
8038,24-Oct,302.64,survived,airbag,belted,0,f,53,2002,2001,deploy,driver,1,0,0.600023148
8039,25-39,302.64,survived,airbag,belted,0,m,40,2002,1998,nodeploy,driver,0,0,0.600717593
8040,24-Oct,75.66,survived,airbag,belted,1,f,22,2002,1996,nodeploy,driver,0,2,0.602106481
8041,24-Oct,75.66,survived,airbag,none,1,f,30,2002,1996,nodeploy,pass,0,3,0.602106481
8042,24-Oct,75.66,survived,none,belted,1,f,77,2002,1991,unavail,driver,0,1,0.602800926
8043,24-Oct,138.344,survived,none,belted,1,m,18,2002,1987,unavail,driver,0,0,0.604872685
8044,24-Oct,138.344,survived,none,belted,1,m,18,2002,1987,unavail,pass,0,1,0.604872685
8045,40-54,79.759,survived,airbag,belted,1,m,41,2002,1992,deploy,driver,1,3,0.60556713
8046,40-54,79.759,survived,airbag,belted,1,m,64,2002,2000,deploy,driver,1,2,0.605578704
8047,24-Oct,182.845,survived,airbag,none,1,f,35,2002,1998,deploy,driver,1,1,0.606956019
8048,24-Oct,309.408,survived,airbag,belted,1,f,21,2002,1999,nodeploy,driver,0,0,0.607650463
8049,24-Oct,752.244,survived,none,belted,1,m,22,2002,1994,unavail,driver,0,1,0.608344907
8050,55+,79.759,survived,airbag,belted,1,f,16,2002,1994,deploy,driver,1,2,0.609039352
8051,25-39,113.49,survived,none,belted,1,f,21,2002,1989,unavail,driver,0,2,0.609733796
8052,24-Oct,74.974,survived,airbag,belted,1,m,42,2002,2001,deploy,driver,1,3,0.612511574
8053,25-39,262.918,survived,airbag,belted,1,f,18,2002,1991,deploy,driver,1,0,0.613206019
8054,25-39,262.918,survived,none,belted,1,m,17,2002,1991,unavail,pass,0,0,0.613206019
8055,25-39,262.918,survived,none,belted,0,m,16,2002,1992,unavail,driver,0,0,0.613900463
8056,24-Oct,262.918,survived,none,belted,1,m,43,2002,1988,unavail,driver,0,0,0.613912037
8057,24-Oct,131.144,survived,airbag,belted,1,m,74,2002,1997,deploy,driver,1,1,0.61599537
8058,25-39,131.144,survived,none,belted,0,m,52,2002,1990,unavail,driver,0,0,0.616689815
8059,25-39,131.144,survived,none,belted,0,f,34,2002,1990,unavail,pass,0,1,0.616689815
8060,25-39,79.759,survived,none,belted,1,f,38,2002,1993,unavail,driver,0,1,0.619456019
8061,25-39,79.759,survived,none,none,1,f,28,2002,1988,unavail,driver,0,3,0.619467593
8062,25-39,79.759,survived,none,none,1,m,29,2002,1988,unavail,pass,0,3,0.619467593
8063,25-39,252.2,survived,none,belted,1,f,47,2002,1989,unavail,driver,0,0,0.620162037
8064,24-Oct,1037.578,survived,none,belted,1,m,17,2002,1984,unavail,driver,0,0,0.620844907
8065,24-Oct,1037.578,survived,none,belted,1,m,19,2002,1984,unavail,pass,0,0,0.620844907
8066,24-Oct,302.64,survived,airbag,belted,0,f,54,2002,1998,nodeploy,driver,0,1,0.622928241
8067,24-Oct,302.64,survived,airbag,belted,0,m,52,2002,1998,nodeploy,pass,0,0,0.622928241
8068,24-Oct,512.123,survived,airbag,belted,0,m,35,2002,2000,nodeploy,driver,0,0,0.623622685
8069,24-Oct,512.123,survived,airbag,belted,0,f,32,2002,2000,nodeploy,pass,0,0,0.623622685
8070,25-39,1245.093,survived,airbag,belted,1,f,24,2002,1997,deploy,driver,1,0,0.62431713
8071,25-39,1245.093,survived,airbag,belted,1,m,26,2002,1997,deploy,pass,1,,0.62431713
8072,24-Oct,74.974,survived,airbag,belted,1,f,26,2002,1993,deploy,driver,1,3,0.625011574
8073,24-Oct,74.974,survived,airbag,belted,1,f,29,2002,2002,deploy,driver,1,3,0.625023148
8074,25-39,79.759,survived,none,belted,0,f,16,2002,1986,unavail,driver,0,0,0.625706019
8075,25-39,79.759,survived,none,none,0,m,19,2002,1986,unavail,pass,0,1,0.625706019
8076,24-Oct,79.759,survived,none,belted,1,m,52,2002,1988,unavail,driver,0,0,0.625717593
8077,24-Oct,546.643,survived,airbag,belted,1,m,38,2002,1993,deploy,driver,1,1,0.627094907
8078,24-Oct,546.643,survived,airbag,belted,0,m,80,2002,1995,nodeploy,driver,0,1,0.627106481
8079,24-Oct,546.643,survived,airbag,belted,0,m,50,2002,1995,nodeploy,pass,0,1,0.627106481
8080,24-Oct,2248.949,survived,airbag,belted,0,f,16,2002,1995,nodeploy,driver,0,0,0.627800926
8081,25-39,79.759,survived,airbag,belted,0,f,40,2002,1996,nodeploy,driver,0,3,0.628483796
8082,24-Oct,567.449,survived,airbag,belted,1,f,73,2002,1993,deploy,driver,1,3,0.629884259
8083,25-39,79.759,survived,airbag,belted,1,m,57,2002,1996,deploy,driver,1,3,0.631261574
8084,25-39,79.759,survived,airbag,belted,1,f,39,2002,1996,deploy,pass,1,3,0.631261574
8085,25-39,79.759,survived,airbag,belted,1,m,24,2002,1994,deploy,driver,1,0,0.631273148
8086,24-Oct,293.408,survived,airbag,belted,0,f,21,2002,2001,nodeploy,driver,0,1,0.631967593
8087,24-Oct,293.408,survived,airbag,belted,0,f,21,2002,2001,nodeploy,pass,0,0,0.631967593
8088,24-Oct,723.182,survived,airbag,belted,1,f,18,2002,1992,deploy,driver,1,1,0.632662037
8089,55+,79.759,survived,airbag,none,1,m,73,2002,1996,deploy,driver,1,3,0.633344907
8090,55+,79.759,Not_Survived,airbag,none,1,f,67,2002,1993,deploy,driver,1,3,0.633356481
8091,24-Oct,285.826,survived,airbag,belted,1,m,37,2002,2002,deploy,driver,1,2,0.634050926
8092,24-Oct,483.672,survived,airbag,belted,1,f,19,2002,2000,deploy,driver,1,0,0.634733796
8093,24-Oct,483.672,survived,airbag,belted,1,m,19,2002,2000,deploy,pass,1,0,0.634733796
8094,24-Oct,483.672,survived,airbag,belted,0,f,21,2002,1995,deploy,driver,1,0,0.63474537
8095,25-39,74.974,survived,airbag,none,1,m,19,2002,2002,deploy,driver,1,3,0.636122685
8096,25-39,79.759,survived,airbag,belted,0,m,26,2002,1995,deploy,driver,1,0,0.63681713
8097,25-39,79.759,survived,none,belted,0,m,33,2002,1995,unavail,pass,0,0,0.63681713
8098,24-Oct,1858.711,survived,none,belted,1,m,34,2002,1990,unavail,driver,0,1,0.637511574
8099,24-Oct,1858.711,survived,none,none,1,f,33,2002,1990,unavail,pass,0,0,0.637511574
8100,25-39,1858.711,survived,none,belted,0,m,37,2002,1988,unavail,driver,0,2,0.637523148
8101,40-54,85.649,survived,none,belted,1,f,44,2002,1988,unavail,driver,0,3,0.638900463
8102,40-54,85.649,Not_Survived,none,belted,1,f,43,2002,1988,unavail,pass,0,4,0.638900463
8103,24-Oct,87.735,survived,none,none,0,f,32,2002,1985,unavail,driver,0,3,0.639594907
8104,24-Oct,87.735,survived,airbag,belted,1,m,32,2002,2000,nodeploy,driver,0,1,0.639606481
8105,55+,74.974,survived,none,belted,0,m,36,2002,1988,unavail,driver,0,2,0.640983796
8106,25-39,74.974,survived,airbag,belted,1,m,64,2002,2000,deploy,driver,1,1,0.64099537
8107,25-39,74.974,survived,airbag,belted,1,f,55,2002,2000,deploy,pass,1,3,0.64099537
8108,24-Oct,170.622,survived,airbag,belted,1,m,83,2002,2000,deploy,driver,1,0,0.641689815
8109,24-Oct,170.622,survived,airbag,belted,1,m,85,2002,2000,deploy,pass,1,,0.641689815
8110,24-Oct,1730.161,survived,airbag,belted,0,f,24,2002,1996,nodeploy,driver,0,0,0.642372685
8111,25-39,93.239,survived,none,belted,1,f,48,2002,1986,unavail,driver,0,0,0.64306713
8112,25-39,93.239,survived,none,belted,1,f,18,2002,1993,unavail,driver,0,3,0.643078704
8113,25-39,93.239,survived,none,belted,1,f,17,2002,1993,unavail,pass,0,3,0.643078704
8114,1-9km/h,737.053,survived,airbag,belted,1,m,71,2002,1995,deploy,driver,1,3,0.643773148
8115,24-Oct,85.685,survived,none,belted,1,f,60,2002,1985,unavail,driver,0,0,0.645844907
8116,24-Oct,85.685,survived,none,belted,1,f,33,2002,1985,unavail,pass,0,,0.645844907
8117,25-39,85.685,survived,airbag,belted,0,f,47,2002,2001,nodeploy,driver,0,3,0.645856481
8118,40-54,85.649,Not_Survived,airbag,none,0,f,42,2002,1994,deploy,driver,1,4,0.646539352
8119,40-54,85.649,Not_Survived,none,none,0,m,45,2002,1994,unavail,pass,0,4,0.646539352
8120,25-39,85.649,survived,none,none,1,m,18,2002,1989,unavail,driver,0,2,0.646550926
8121,24-Oct,1072.164,survived,airbag,belted,1,f,26,2002,1993,nodeploy,driver,0,0,0.648622685
8122,25-39,74.974,survived,airbag,belted,0,m,16,2002,2000,nodeploy,driver,0,3,0.64931713
8123,24-Oct,1504.488,survived,none,belted,1,m,43,2002,1994,unavail,driver,0,0,0.650706019
8124,24-Oct,1504.488,survived,none,belted,1,f,42,2002,1994,unavail,pass,0,0,0.650706019
8125,55+,85.649,Not_Survived,none,none,1,m,33,2002,1985,unavail,driver,0,4,0.651400463
8126,55+,85.649,Not_Survived,none,none,1,f,38,2002,1985,unavail,pass,0,4,0.651400463
8127,24-Oct,74.974,survived,airbag,belted,0,f,29,2002,2000,deploy,driver,1,3,0.652789352
8128,24-Oct,4150.31,survived,airbag,belted,1,m,41,2002,1996,nodeploy,driver,0,0,0.653483796
8129,25-39,79.759,survived,airbag,belted,0,m,74,2002,1998,nodeploy,driver,0,3,0.654178241
8130,25-39,79.759,survived,airbag,belted,1,m,27,2002,1999,deploy,driver,1,1,0.654189815
8131,25-39,79.759,survived,airbag,belted,1,m,27,2002,1999,deploy,pass,1,,0.654189815
8132,25-39,1175.921,survived,none,belted,0,m,54,2002,1988,unavail,driver,0,0,0.655578704
8133,25-39,1175.921,survived,none,belted,0,f,54,2002,1988,unavail,pass,0,1,0.655578704
8134,24-Oct,1175.921,survived,airbag,belted,0,f,37,2002,1994,nodeploy,driver,0,0,0.656273148
8135,24-Oct,1175.921,survived,airbag,belted,0,f,17,2002,1994,nodeploy,pass,0,0,0.656273148
8136,25-39,79.759,survived,airbag,belted,0,f,84,2002,1993,deploy,driver,1,3,0.656967593
8137,25-39,79.759,survived,airbag,belted,0,f,45,2002,1991,nodeploy,driver,0,3,0.657650463
8138,24-Oct,79.759,survived,none,belted,1,f,30,2002,1994,unavail,driver,0,1,0.657662037
8139,25-39,172.36,survived,none,belted,1,f,33,2002,1989,unavail,driver,0,3,0.658344907
8140,24-Oct,71.625,survived,none,belted,0,f,84,2002,1990,unavail,driver,0,1,0.659733796
8141,24-Oct,71.625,survived,airbag,belted,1,f,65,2002,1999,nodeploy,driver,0,1,0.65974537
8142,24-Oct,674.425,survived,airbag,belted,1,f,16,2002,1995,deploy,driver,1,0,0.660428241
8143,24-Oct,674.425,survived,none,belted,0,m,54,2002,1993,unavail,driver,0,0,0.660439815
8144,24-Oct,674.425,survived,none,belted,1,m,16,2002,1985,unavail,driver,0,0,0.661122685
8145,24-Oct,74.974,survived,none,belted,1,m,24,2002,1987,unavail,driver,0,0,0.662511574
8146,24-Oct,74.974,survived,airbag,belted,0,f,18,2002,1999,nodeploy,driver,0,2,0.662523148
8147,24-Oct,327.86,survived,none,belted,1,f,36,2002,1986,unavail,driver,0,2,0.663217593
8148,55+,79.759,survived,none,belted,1,f,16,2002,1989,unavail,driver,0,3,0.664594907
8149,55+,79.759,survived,none,belted,1,f,48,2002,1989,unavail,driver,0,3,0.664606481
8150,25-39,1601.468,survived,none,belted,1,f,44,2002,1984,unavail,driver,0,0,0.66599537
8151,25-39,1601.468,survived,none,none,1,m,17,2002,1984,unavail,pass,0,2,0.66599537
8152,40-54,79.759,survived,airbag,belted,1,m,18,2002,1995,deploy,driver,1,3,0.666678241
8153,40-54,79.759,survived,airbag,belted,1,m,17,2002,1995,deploy,pass,1,0,0.666678241
8154,25-39,79.759,survived,airbag,belted,1,f,40,2002,1995,deploy,driver,1,1,0.667372685
8155,24-Oct,79.759,survived,airbag,none,0,m,36,2002,1998,nodeploy,driver,0,3,0.667384259
8156,25-39,988.293,survived,airbag,belted,0,f,34,2002,1996,nodeploy,driver,0,1,0.668078704
8157,24-Oct,340.47,survived,none,belted,1,m,69,2002,1994,unavail,driver,0,3,0.669456019
8158,25-39,104.88,survived,airbag,belted,0,f,18,2002,1993,deploy,driver,1,0,0.670844907
8159,25-39,104.88,survived,airbag,belted,1,f,33,2002,1999,deploy,driver,1,2,0.670856481
8160,25-39,258.505,survived,airbag,none,1,m,68,2002,1995,deploy,driver,1,2,0.671539352
8161,24-Oct,437.438,survived,none,belted,1,m,17,2002,1992,unavail,driver,0,0,0.672233796
8162,24-Oct,437.438,survived,airbag,belted,0,m,22,2002,1999,deploy,driver,1,0,0.67224537
8163,40-54,84.013,survived,none,belted,1,m,24,2002,1988,unavail,driver,0,3,0.673622685
8164,40-54,84.013,survived,none,belted,1,f,26,2002,1988,unavail,pass,0,3,0.673622685
8165,40-54,84.013,survived,airbag,belted,0,m,38,2002,1994,deploy,driver,1,3,0.673634259
8166,25-39,269.448,survived,none,belted,0,f,42,2002,1985,unavail,driver,0,2,0.67431713
8167,25-39,269.448,survived,airbag,belted,1,f,38,2002,2001,deploy,driver,1,1,0.674328704
8168,24-Oct,79.759,survived,airbag,belted,1,f,40,2002,1996,deploy,driver,1,3,0.675706019
8169,25-39,79.759,survived,none,belted,1,f,21,2002,1986,unavail,driver,0,2,0.675717593
8170,24-Oct,361.486,survived,airbag,belted,0,f,47,2002,1994,deploy,driver,1,0,0.676412037
8171,24-Oct,611.703,survived,airbag,belted,0,m,17,2002,2000,deploy,driver,1,2,0.677094907
8172,24-Oct,107.779,survived,none,none,0,m,47,2002,1988,unavail,driver,0,2,0.67849537
8173,24-Oct,107.779,survived,none,none,0,f,44,2002,1988,unavail,pass,0,2,0.67849537
8174,25-39,85.649,survived,none,belted,0,m,75,2002,1991,unavail,driver,0,1,0.682650463
8175,25-39,85.649,Not_Survived,none,belted,0,f,73,2002,1991,unavail,pass,0,4,0.682650463
8176,24-Oct,102.092,survived,airbag,belted,1,m,25,2002,1998,deploy,driver,1,0,0.683344907
8177,25-39,102.092,survived,airbag,belted,0,m,19,2002,1992,deploy,driver,1,0,0.683356481
8178,25-39,102.092,survived,none,belted,0,f,18,2002,1992,unavail,pass,0,3,0.683356481
8179,24-Oct,74.974,survived,airbag,belted,1,m,30,2002,2000,deploy,driver,1,0,0.684733796
8180,25-39,74.974,survived,airbag,belted,0,m,38,2002,1995,deploy,driver,1,3,0.68474537
8181,24-Oct,201.76,survived,none,belted,1,m,29,2002,1980,unavail,driver,0,2,0.685428241
8182,24-Oct,341.415,survived,airbag,belted,1,m,37,2002,2002,nodeploy,driver,0,0,0.686122685
8183,24-Oct,341.415,survived,none,belted,1,f,36,2002,2002,unavail,pass,0,,0.686122685
8184,25-39,1655.1,survived,airbag,belted,0,m,21,2002,1993,nodeploy,driver,0,0,41:02:02
8185,25-39,1655.1,survived,airbag,belted,0,m,26,2002,1993,nodeploy,pass,0,0,41:02:02
8186,25-39,564.237,survived,airbag,belted,1,m,85,2002,1997,deploy,driver,1,2,41:04:01
8187,25-39,564.237,survived,airbag,none,1,f,81,2002,1997,deploy,pass,1,2,41:04:01
8188,25-39,18.207,survived,airbag,belted,1,f,34,2002,1999,deploy,driver,1,3,41:05:02
8189,25-39,10.886,survived,airbag,belted,0,f,53,2002,1995,nodeploy,driver,0,3,41:06:01
8190,25-39,10.886,survived,airbag,none,0,f,21,2002,1995,nodeploy,pass,0,3,41:06:01
8191,25-39,10.886,survived,airbag,belted,1,m,20,2002,2001,deploy,driver,1,3,41:06:02
8192,25-39,10.886,survived,none,belted,1,m,20,2002,2001,unavail,pass,0,2,41:06:02
8193,25-39,71.942,survived,airbag,belted,0,m,88,2002,1993,nodeploy,driver,0,2,41:08:01
8194,25-39,71.942,survived,airbag,belted,0,f,84,2002,1993,nodeploy,pass,0,3,41:08:01
8195,24-Oct,71.942,survived,airbag,belted,0,f,23,2002,1999,nodeploy,driver,0,1,41:08:03
8196,24-Oct,23.183,survived,airbag,belted,1,f,54,2002,2002,nodeploy,driver,0,1,41:11:02
8197,24-Oct,23.183,survived,airbag,belted,1,f,21,2002,2002,nodeploy,pass,0,3,41:11:02
8198,40-54,23.579,survived,airbag,belted,1,f,34,2002,1999,deploy,driver,1,3,41:14:02
8199,25-39,30.52,survived,none,belted,1,f,21,2002,1991,unavail,driver,0,1,41:17:01
8200,24-Oct,103.865,survived,airbag,none,1,m,55,2002,1996,deploy,driver,1,0,41:19:01
8201,24-Oct,103.865,survived,airbag,belted,0,f,55,2002,2000,nodeploy,driver,0,3,41:19:02
8202,24-Oct,62.101,survived,airbag,belted,1,m,31,2002,2000,deploy,driver,1,0,41:20:01
8203,24-Oct,62.101,survived,none,belted,0,f,51,2002,1988,unavail,driver,0,3,41:20:02
8204,24-Oct,62.101,survived,none,belted,0,f,18,2002,1988,unavail,pass,0,0,41:20:02
8205,25-39,50.748,Not_Survived,none,none,1,m,86,2002,1990,unavail,driver,0,3,41:23:01
8206,25-39,93.521,survived,airbag,belted,1,m,21,2002,1997,deploy,pass,1,3,41:24:01
8207,25-39,93.521,survived,airbag,belted,0,m,47,2002,1998,deploy,driver,1,2,41:24:02
8208,25-39,93.521,survived,airbag,belted,0,f,50,2002,1998,deploy,pass,1,2,41:24:02
8209,24-Oct,24.168,survived,airbag,belted,1,f,41,2002,1994,nodeploy,driver,0,0,41:26:03
8210,25-39,35.504,survived,airbag,belted,0,m,52,2002,1994,nodeploy,driver,0,3,41:28:02
